country,origin,system,status,url,date_recorded,sysID,imageID,statusID,matID
Russia,Soviet Union,142 Unknown BMP-1/2,abandoned,https://i.postimg.cc/FRwGJ77z/1035-unkn-bmp-aband-21-01-24.jpg,2024-01-24,936,2316,4,7-93623164
Russia,Soviet Union,145 Unknown BMP-1/2,abandoned,https://i.postimg.cc/Sj0Z4b2Z/1059-unkn-bmp-aband-06-02-24.jpg,2024-02-09,960,2383,4,7-96023834
Russia,Russia,146 Unknown tank,abandoned,https://i.postimg.cc/8zSNkws4/1030-unkn-tank-aband.jpg,2022-10-06,970,2398,4,7-97023984
Russia,Russia,149 BTR-82AT,abandoned,https://i.postimg.cc/zXXcbsLv/1015-BTR-82-AT-aband-07-08-24.jpg,2024-08-18,987,2426,4,7-98724264
Russia,Russia,149 BTR-82AT,abandoned,https://i.postimg.cc/D07YcDBC/1016-BTR-82-AT-aband-07-08-24.jpg,2024-08-18,987,2427,4,7-98724274
Russia,Russia,149 BTR-82AT,abandoned,https://i.postimg.cc/fRPph8RL/1034-BTR-82-AT-dam-aband-16-08-24.jpg,2024-08-18,987,2428,4,7-98724284
Russia,Russia,15 BMP-1 675-sb3KDZ,abandoned,https://i.postimg.cc/3RphP5Hp/1004-BMP-1-675-sb3-KDZ-dam-aband-30-05-24.jpg,2024-06-06,1004,2451,4,7-100424514
Russia,Soviet Union,15 T-62MV,abandoned,https://i.postimg.cc/tgG55XHW/1022-t62mv-dam-aband-23-06-23.jpg,2023-06-25,1014,2463,4,7-101424634
Russia,Soviet Union,152mm 2A65 Msta-B howitzer,abandoned,https://i.postimg.cc/13CTS2R9/431f.png,2022-03-19,1044,2536,4,7-104425364
Russia,Soviet Union,152mm 2S19 Msta-S,abandoned,https://i.postimg.cc/Nf5WZ40V/32da.png,2022-03-19,1045,2564,4,7-104525644
Russia,Soviet Union,152mm 2S19 Msta-S,abandoned,https://i.postimg.cc/VkNQR04y/2r.jpg,2022-03-19,1045,2566,4,7-104525664
Russia,Soviet Union,152mm 2S19 Msta-S,abandoned,https://i.postimg.cc/Y08W5pnP/557723.png,2022-03-19,1045,2567,4,7-104525674
Russia,Soviet Union,152mm 2S19 Msta-S,abandoned,https://i.postimg.cc/SKkpzp7Z/aa2.jpg,2022-03-19,1045,2568,4,7-104525684
Russia,Soviet Union,152mm 2S19 Msta-S,abandoned,https://i.postimg.cc/LsDFt0xm/aa3.jpg,2022-03-19,1045,2569,4,7-104525694
Russia,Soviet Union,152mm 2S19 Msta-S,abandoned,https://i.postimg.cc/3NSNyzNR/ff3.jpg,2022-03-19,1045,2570,4,7-104525704
Russia,Soviet Union,152mm 2S19 Msta-S,abandoned,https://i.postimg.cc/YqhYV3pF/764.png,2022-03-19,1045,2571,4,7-104525714
Russia,Soviet Union,152mm 2S19 Msta-S,abandoned,https://i.postimg.cc/VvcXHJpv/d27.png,2022-03-19,1045,2572,4,7-104525724
Russia,Soviet Union,152mm 2S19 Msta-S,abandoned,https://i.postimg.cc/NFFhC8rz/3350.jpg,2022-03-19,1045,2573,4,7-104525734
